date,cases,daily_change
2020-01-22,1,
2020-01-23,1,0.0
2020-01-24,2,1.0
2020-01-25,2,0.0
2020-01-26,5,3.0
2020-01-27,5,0.0
2020-01-28,5,0.0
2020-01-29,6,1.0
2020-01-30,6,0.0
2020-01-31,8,2.0
2020-02-01,8,0.0
2020-02-02,8,0.0
2020-02-03,11,3.0
2020-02-04,11,0.0
2020-02-05,11,0.0
2020-02-06,12,1.0
2020-02-07,12,0.0
2020-02-08,12,0.0
2020-02-09,12,0.0
2020-02-10,12,0.0
2020-02-11,13,1.0
2020-02-12,13,0.0
2020-02-13,14,1.0
2020-02-14,14,0.0
2020-02-15,14,0.0
2020-02-16,14,0.0
2020-02-17,14,0.0
2020-02-18,14,0.0
2020-02-19,14,0.0
2020-02-20,14,0.0
2020-02-21,16,2.0
2020-02-22,16,0.0
2020-02-23,16,0.0
2020-02-24,16,0.0
2020-02-25,16,0.0
2020-02-26,16,0.0
2020-02-27,17,1.0
2020-02-28,17,0.0
2020-02-29,25,8.0
2020-03-01,32,7.0
2020-03-02,55,23.0
2020-03-03,74,19.0
2020-03-04,107,33.0
2020-03-05,184,77.0
2020-03-06,237,53.0
2020-03-07,403,166.0
2020-03-08,519,116.0
2020-03-09,594,75.0
2020-03-10,782,188.0
2020-03-11,1150,368.0
2020-03-12,1590,440.0
2020-03-13,2222,632.0
2020-03-14,2986,764.0
2020-03-15,3230,244.0
2020-03-16,4686,1456.0
2020-03-17,6525,1839.0
2020-03-18,9180,2655.0
2020-03-19,13673,4493.0
2020-03-20,20039,6366.0
2020-03-21,26043,6004.0
2020-03-22,34855,8812.0
2020-03-23,46086,11231.0
2020-03-24,56698,10612.0
2020-03-25,68773,12075.0
2020-03-26,86613,17840.0
2020-03-27,105293,18680.0
2020-03-28,124900,19607.0
2020-03-29,143779,18879.0
2020-03-30,165861,22082.0
2020-03-31,192177,26316.0
2020-04-01,218060,25883.0
2020-04-02,248447,30387.0
2020-04-03,280417,31970.0
2020-04-04,313432,33015.0
2020-04-05,341629,28197.0
2020-04-06,371802,30173.0
2020-04-07,403212,31410.0
2020-04-08,435407,32195.0
2020-04-09,469989,34582.0
2020-04-10,503474,33485.0
2020-04-11,532782,29308.0
2020-04-12,559709,26927.0
2020-04-13,585518,25809.0
2020-04-14,614082,28564.0
2020-04-15,644247,30165.0
2020-04-16,675648,31401.0
2020-04-17,708317,32669.0
2020-04-18,736244,27927.0
2020-04-19,761933,25689.0
2020-04-20,790353,28420.0
2020-04-21,816413,26060.0
2020-04-22,845727,29314.0
2020-04-23,878911,33184.0
2020-04-24,912662,33751.0
2020-04-25,944234,31572.0
2020-04-26,971078,26844.0
2020-04-27,994265,23187.0
2020-04-28,1018926,24661.0
2020-04-29,1046737,27811.0
2020-04-30,1076224,29487.0
2020-05-01,1110464,34240.0
2020-05-02,1138228,27764.0
2020-05-03,1162685,24457.0
2020-05-04,1186067,23382.0
2020-05-05,1210577,24510.0
2020-05-06,1235666,25089.0
2020-05-07,1263402,27736.0
2020-05-08,1290151,26749.0
2020-05-09,1315099,24948.0
2020-05-10,1333970,18871.0
2020-05-11,1353397,19427.0
2020-05-12,1376122,22725.0
2020-05-13,1397085,20963.0
2020-05-14,1424243,27158.0
2020-05-15,1449498,25255.0
2020-05-16,1473514,24016.0
2020-05-17,1491829,18315.0
2020-05-18,1513816,21987.0
2020-05-19,1534871,21055.0
2020-05-20,1557933,23062.0
2020-05-21,1583798,25865.0
2020-05-22,1607109,23311.0
2020-05-23,1628212,21103.0
2020-05-24,1648158,19946.0
2020-05-25,1666505,18347.0
2020-05-26,1685956,19451.0
2020-05-27,1704489,18533.0
2020-05-28,1727357,22868.0
2020-05-29,1751612,24255.0
2020-05-30,1775428,23816.0
2020-05-31,1794465,19037.0
2020-06-01,1811393,16928.0
2020-06-02,1832782,21389.0
2020-06-03,1852788,20006.0
2020-06-04,1874156,21368.0
2020-06-05,1899505,25349.0
2020-06-06,1920910,21405.0
2020-06-07,1938572,17662.0
2020-06-08,1956064,17492.0
2020-06-09,1974425,18361.0
2020-06-10,1995376,20951.0
2020-06-11,2018418,23042.0
2020-06-12,2043332,24914.0
2020-06-13,2068600,25268.0
2020-06-14,2087619,19019.0
2020-06-15,2107075,19456.0
2020-06-16,2130768,23693.0
2020-06-17,2157267,26499.0
2020-06-18,2185134,27867.0
2020-06-19,2216115,30981.0
2020-06-20,2248032,31917.0
2020-06-21,2274000,25968.0
2020-06-22,2304676,30676.0
2020-06-23,2340884,36208.0
2020-06-24,2375310,34426.0
2020-06-25,2415666,40356.0
2020-06-26,2461019,45353.0
2020-06-27,2502378,41359.0
2020-06-28,2542787,40409.0
2020-06-29,2582844,40057.0
2020-06-30,2628824,45980.0
2020-07-01,2680312,51488.0
2020-07-02,2735900,55588.0
2020-07-03,2787741,51841.0
2020-07-04,2833290,45549.0
2020-07-05,2882870,49580.0
2020-07-06,2927032,44162.0
2020-07-07,2987787,60755.0
2020-07-08,3047527,59740.0
2020-07-09,3110094,62567.0
2020-07-10,3177953,67859.0
2020-07-11,3237989,60036.0
2020-07-12,3297074,59085.0
2020-07-13,3355869,58795.0
2020-07-14,3423296,67427.0
2020-07-15,3490931,67635.0
2020-07-16,3568033,77102.0
2020-07-17,3639705,71672.0
2020-07-18,3702174,62469.0
2020-07-19,3762890,60716.0
2020-07-20,3824368,61478.0
2020-07-21,3888599,64231.0
2020-07-22,3960522,71923.0
2020-07-23,4029038,68516.0
2020-07-24,4102241,73203.0
2020-07-25,4167616,65375.0
2020-07-26,4222480,54864.0
2020-07-27,4278427,55947.0
2020-07-28,4344212,65785.0
2020-07-29,4416044,71832.0
2020-07-30,4483643,67599.0
2020-07-31,4551554,67911.0
2020-08-01,4609390,57836.0
2020-08-02,4655662,46272.0
2020-08-03,4700229,44567.0
2020-08-04,4757512,57283.0
2020-08-05,4811945,54433.0
2020-08-06,4871426,59481.0
2020-08-07,4929748,58322.0
2020-08-08,4984196,54448.0
2020-08-09,5030566,46370.0
2020-08-10,5079299,48733.0
2020-08-11,5126224,46925.0
2020-08-12,5183020,56796.0
2020-08-13,5234762,51742.0
2020-08-14,5299526,64764.0
2020-08-15,5346302,46776.0
2020-08-16,5387483,41181.0
2020-08-17,5424000,36517.0
2020-08-18,5469037,45037.0
2020-08-19,5516408,47371.0
2020-08-20,5560495,44087.0
2020-08-21,5608748,48253.0
2020-08-22,5652401,43653.0
2020-08-23,5686858,34457.0
2020-08-24,5723343,36485.0
2020-08-25,5763322,39979.0
2020-08-26,5808842,45520.0
2020-08-27,5853962,45120.0
2020-08-28,5900891,46929.0
2020-08-29,5946245,45354.0
2020-08-30,5981032,34787.0
2020-08-31,6016230,35198.0
2020-09-01,6057907,41677.0
2020-09-02,6098858,40951.0
2020-09-03,6142639,43781.0
2020-09-04,6192768,50129.0
2020-09-05,6235908,43140.0
2020-09-06,6267419,31511.0
2020-09-07,6290964,23545.0
2020-09-08,6317861,26897.0
2020-09-09,6351756,33895.0
2020-09-10,6387822,36066.0
2020-09-11,6435261,47439.0
2020-09-12,6476236,40975.0
2020-09-13,6510541,34305.0
2020-09-14,6544411,33870.0
2020-09-15,6583796,39385.0
2020-09-16,6622256,38460.0
2020-09-17,6667178,44922.0
2020-09-18,6715928,48750.0
2020-09-19,6758397,42469.0
2020-09-20,6796841,38444.0
2020-09-21,6848379,51538.0
2020-09-22,6887861,39482.0
2020-09-23,6926442,38581.0
2020-09-24,6972152,45710.0
2020-09-25,7020229,48077.0
2020-09-26,7064532,44303.0
2020-09-27,7101812,37280.0
2020-09-28,7134060,32248.0
2020-09-29,7176856,42796.0
2020-09-30,7218052,41196.0
2020-10-01,7263347,45295.0
2020-10-02,7317749,54402.0
2020-10-03,7366423,48674.0
2020-10-04,7402515,36092.0
2020-10-05,7441432,38917.0
2020-10-06,7485381,43949.0
2020-10-07,7536022,50641.0
2020-10-08,7594351,58329.0
2020-10-09,7650345,55994.0
2020-10-10,7704352,54007.0
2020-10-11,7750186,45834.0
2020-10-12,7790890,40704.0
2020-10-13,7843769,52879.0
2020-10-14,7903242,59473.0
2020-10-15,7967600,64358.0
2020-10-16,8036049,68449.0
2020-10-17,8092924,56875.0
2020-10-18,8142220,49296.0
2020-10-19,8209226,67006.0
2020-10-20,8270314,61088.0
2020-10-21,8333340,63026.0
2020-10-22,8408675,75335.0
2020-10-23,8489662,80987.0
2020-10-24,8572449,82787.0
2020-10-25,8634210,61761.0
2020-10-26,8700789,66579.0
2020-10-27,8776790,76001.0
2020-10-28,8855474,78684.0
2020-10-29,8945642,90168.0
2020-10-30,9044161,98519.0
2020-10-31,9133045,88884.0
2020-11-01,9208607,75562.0
2020-11-02,9292091,83484.0
2020-11-03,9416709,124618.0
2020-11-04,9519582,102873.0
2020-11-05,9645772,126190.0
2020-11-06,9771480,125708.0
2020-11-07,9899480,128000.0
2020-11-08,10009386,109906.0
2020-11-09,10130752,121366.0
2020-11-10,10268446,137694.0
2020-11-11,10411994,143548.0
2020-11-12,10573242,161248.0
2020-11-13,10750810,177568.0
2020-11-14,10917519,166709.0
2020-11-15,11053304,135785.0
2020-11-16,11211070,157766.0
2020-11-17,11371585,160515.0
2020-11-18,11541986,170401.0
2020-11-19,11729949,187963.0
2020-11-20,11925959,196010.0
2020-11-21,12104032,178073.0
2020-11-22,12246766,142734.0
2020-11-23,12418228,171462.0
2020-11-24,12591163,172935.0
2020-11-25,12772653,181490.0
2020-11-26,12883264,110611.0
2020-11-27,13088821,205557.0
2020-11-28,13244687,155866.0
2020-11-29,13383320,138633.0
2020-11-30,13541221,157901.0
2020-12-01,13721858,180637.0
2020-12-02,13921913,200055.0
2020-12-03,14139577,217664.0
